"x","y","group"
-92.0007,33.4273,"22_1_1"
-92.0001,33.411,"22_1_1"
-91.9902,33.3982,"22_1_1"
-91.4574,33.389,"22_1_1"
-91.4503,33.7804,"22_1_1"
-91.5371,33.7816,"22_1_1"
-91.6637,33.7922,"22_1_1"
-92.1115,35.3627,"23_1_1"
-92.4816,35.3684,"23_1_1"
-92.485,35.2754,"23_1_1"
-92.4933,35.2741,"23_1_1"
-92.4989,35.2673,"23_1_1"
-92.4935,35.2666,"23_1_1"
-92.5063,35.258,"23_1_1"
-92.5143,35.2569,"23_1_1"
-92.5037,35.2473,"23_1_1"
-92.5039,35.2401,"23_1_1"
-92.5112,35.24,"23_1_1"
-92.511,35.2454,"23_1_1"
-92.5149,35.2331,"23_1_1"
-92.5224,35.2314,"23_1_1"
-92.5217,35.2275,"23_1_1"
-92.5275,35.231,"23_1_1"
-92.5316,35.2244,"23_1_1"
-92.529,35.2189,"23_1_1"
-92.5228,35.222,"23_1_1"
-92.5251,35.2178,"23_1_1"
-92.5191,35.2168,"23_1_1"
-92.5277,35.2097,"23_1_1"
-92.5244,35.2049,"23_1_1"
-92.5292,35.1899,"23_1_1"
-92.4998,35.175,"23_1_1"
-92.5034,35.1724,"23_1_1"
-92.5003,35.169,"23_1_1"
-92.5072,35.1673,"23_1_1"
-92.5016,35.1633,"23_1_1"
-92.5041,35.1472,"23_1_1"
-92.5131,35.1442,"23_1_1"
-92.506,35.1382,"23_1_1"
-92.5152,35.1301,"23_1_1"
-92.5214,35.1147,"23_1_1"
-92.5344,35.1149,"23_1_1"
-92.5433,35.1263,"23_1_1"
-92.5546,35.1168,"23_1_1"
-92.5415,35.0886,"23_1_1"
-92.5455,35.0551,"23_1_1"
-92.5583,35.0377,"23_1_1"
-92.5936,35.0118,"23_1_1"
-92.5984,35.0001,"23_1_1"
-92.5884,34.9764,"23_1_1"
-92.5624,34.9584,"23_1_1"
-92.5253,34.9507,"23_1_1"
-92.4871,34.9518,"23_1_1"
-92.4752,34.9451,"23_1_1"
-92.4523,34.9039,"23_1_1"
-92.452,34.892,"23_1_1"
-92.4639,34.8609,"23_1_1"
-92.4573,34.853,"23_1_1"
-92.4361,34.8422,"23_1_1"
-92.4461,34.857,"23_1_1"
-92.4419,34.8693,"23_1_1"
-92.4499,34.9029,"23_1_1"
-92.4431,34.9063,"23_1_1"
-92.4374,34.9026,"23_1_1"
-92.4365,34.9077,"23_1_1"
-92.4179,34.913,"23_1_1"
-92.4143,34.9217,"23_1_1"
-92.4179,34.9236,"23_1_1"
-92.4131,34.9245,"23_1_1"
-92.4193,34.9318,"23_1_1"
-92.2298,34.9276,"23_1_1"
-92.2275,35.0145,"23_1_1"
-92.1215,35.0123,"23_1_1"
-92.1115,35.3627,"23_1_1"
-93.9842,35.6608,"24_1_1"
-94.0737,35.6624,"24_1_1"
-94.076,35.5754,"24_1_1"
-94.023,35.5742,"24_1_1"
-94.0235,35.5564,"24_1_1"
-94.0354,35.5522,"24_1_1"
-94.0351,35.5453,"24_1_1"
-94.0407,35.5415,"24_1_1"
-94.0411,35.5305,"24_1_1"
-94.0292,35.507,"24_1_1"
-94.0506,35.4919,"24_1_1"
-94.039,35.4854,"24_1_1"
-94.0407,35.4821,"24_1_1"
-94.0579,35.4734,"24_1_1"
-94.027,35.4608,"24_1_1"
-94.075,35.4435,"24_1_1"
-94.0828,35.2149,"24_1_1"
-94.0642,35.2147,"24_1_1"
-94.0649,35.1998,"24_1_1"
-94.0481,35.1995,"24_1_1"
-94.0465,35.2143,"24_1_1"
-94.0285,35.2138,"24_1_1"
-94.0283,35.2311,"24_1_1"
-93.9202,35.2294,"24_1_1"
-93.9171,35.319,"24_1_1"
-93.8101,35.3131,"24_1_1"
-93.8068,35.43,"24_1_1"
-93.793,35.4009,"24_1_1"
-93.7602,35.3774,"24_1_1"
-93.7538,35.3663,"24_1_1"
-93.7187,35.369,"24_1_1"
-93.7101,35.3752,"24_1_1"
-93.6961,35.7686,"24_1_1"
-93.9106,35.7742,"24_1_1"
-93.9109,35.7598,"24_1_1"
-93.8924,35.7596,"24_1_1"
-93.8926,35.7451,"24_1_1"
-93.9111,35.7455,"24_1_1"
-93.9115,35.7308,"24_1_1"
-93.9642,35.7321,"24_1_1"
-93.9648,35.7034,"24_1_1"
-93.9827,35.704,"24_1_1"
-93.9842,35.6608,"24_1_1"
-94.063,35.6623,"24_1_2"
-94.0631,35.6623,"24_1_2"
-94.0631,35.6624,"24_1_2"
-94.063,35.6623,"24_1_2"
-91.45,36.4978,"25_1_1"
-92.1503,36.4986,"25_1_1"
-92.1592,36.2613,"25_1_1"
-91.5661,36.2499,"25_1_1"
-91.5659,36.3374,"25_1_1"
-91.4544,36.3355,"25_1_1"
-91.45,36.4978,"25_1_1"
-92.9441,34.4489,"26_1_1"
-92.9439,34.4489,"26_1_1"
-92.9439,34.4489,"26_1_1"
-92.9441,34.4489,"26_1_1"
-92.9478,34.4491,"26_2_1"
-92.9135,34.4483,"26_2_1"
-92.9151,34.5061,"26_2_1"
-92.7932,34.5036,"26_2_1"
-92.7915,34.5619,"26_2_1"
-92.809,34.5622,"26_2_1"
-92.808,34.5904,"26_2_1"
-92.8769,34.5911,"26_2_1"
-92.8755,34.6351,"26_2_1"
-92.9799,34.6372,"26_2_1"
-92.9794,34.6848,"26_2_1"
-92.9698,34.6849,"26_2_1"
-92.9693,34.7723,"26_2_1"
-93.3945,34.7724,"26_2_1"
-93.3939,34.6852,"26_2_1"
-93.4022,34.6852,"26_2_1"
-93.4072,34.3969,"26_2_1"
-92.9481,34.3893,"26_2_1"
-92.9478,34.4491,"26_2_1"
-92.4035,34.4959,"27_1_1"
-92.4047,34.4519,"27_1_1"
-92.5892,34.4556,"27_1_1"
-92.5969,34.4524,"27_1_1"
-92.5984,34.4436,"27_1_1"
-92.613,34.429,"27_1_1"
-92.6156,34.4327,"27_1_1"
-92.6232,34.4258,"27_1_1"
-92.6243,34.4206,"27_1_1"
-92.6167,34.4156,"27_1_1"
-92.6213,34.4152,"27_1_1"
-92.6208,34.4112,"27_1_1"
-92.6687,34.4142,"27_1_1"
-92.6784,34.1496,"27_1_1"
-92.4936,34.1442,"27_1_1"
-92.4913,34.1329,"27_1_1"
-92.4756,34.1355,"27_1_1"
-92.4763,34.1319,"27_1_1"
-92.4672,34.1337,"27_1_1"
-92.4684,34.1371,"27_1_1"
-92.4567,34.1323,"27_1_1"
-92.4582,34.1272,"27_1_1"
-92.4527,34.1279,"27_1_1"
-92.4488,34.1229,"27_1_1"
-92.4319,34.1265,"27_1_1"
-92.4119,34.1129,"27_1_1"
-92.4058,34.1156,"27_1_1"
-92.4006,34.1095,"27_1_1"
-92.4057,34.1083,"27_1_1"
-92.403,34.1044,"27_1_1"
-92.3907,34.1024,"27_1_1"
-92.3883,34.0947,"27_1_1"
-92.3833,34.0961,"27_1_1"
-92.3747,34.0859,"27_1_1"
-92.3703,34.0771,"27_1_1"
-92.3739,34.0745,"27_1_1"
-92.355,34.0672,"27_1_1"
-92.3544,34.0715,"27_1_1"
-92.3476,34.0706,"27_1_1"
-92.3366,34.0596,"27_1_1"
-92.2334,34.0623,"27_1_1"
-92.2326,34.2309,"27_1_1"
-92.2133,34.2304,"27_1_1"
-92.2127,34.2393,"27_1_1"
-92.2081,34.4928,"27_1_1"
-92.4035,34.4959,"27_1_1"
-90.7159,36.268,"28_1_1"
-90.8066,36.2669,"28_1_1"
-90.8098,36.1496,"28_1_1"
-90.7475,36.1491,"28_1_1"
-90.7717,36.1233,"28_1_1"
-90.7711,36.1084,"28_1_1"
-90.7897,36.1007,"28_1_1"
-90.7945,36.0881,"28_1_1"
-90.8047,36.0878,"28_1_1"
-90.8219,36.0782,"28_1_1"
-90.8248,36.0565,"28_1_1"
-90.8403,36.0378,"28_1_1"
-90.8378,36.0226,"28_1_1"
-90.8551,36.0022,"28_1_1"
-90.8535,35.9955,"28_1_1"
-90.8603,35.9955,"28_1_1"
-90.8581,35.9904,"28_1_1"
-90.8464,35.9885,"28_1_1"
-90.8475,35.9845,"28_1_1"
-90.8413,35.9821,"28_1_1"
-90.842,35.9781,"28_1_1"
-90.8487,35.9779,"28_1_1"
-90.8437,35.9738,"28_1_1"
-90.8522,35.968,"28_1_1"
-90.3874,35.9647,"28_1_1"
-90.3862,35.9886,"28_1_1"
-90.3517,36.0253,"28_1_1"
-90.3542,36.0307,"28_1_1"
-90.3479,36.0419,"28_1_1"
-90.3371,36.0478,"28_1_1"
-90.3333,36.0675,"28_1_1"
-90.3207,36.0713,"28_1_1"
-90.3192,36.09,"28_1_1"
-90.2999,36.0982,"28_1_1"
-90.2931,36.1144,"28_1_1"
-90.2731,36.1171,"28_1_1"
-90.2356,36.1395,"28_1_1"
-90.2293,36.1736,"28_1_1"
-90.2204,36.1848,"28_1_1"
-90.2044,36.1869,"28_1_1"
-90.2017,36.1961,"28_1_1"
-90.1901,36.2015,"28_1_1"
-90.321,36.2004,"28_1_1"
-90.3198,36.2593,"28_1_1"
-90.4806,36.2598,"28_1_1"
-90.7159,36.268,"28_1_1"
-93.7497,34.0068,"29_1_1"
-93.8231,34.0086,"29_1_1"
-93.8315,33.7477,"29_1_1"
-93.9573,33.7509,"29_1_1"
-93.9528,33.7389,"29_1_1"
-93.9591,33.7343,"29_1_1"
-93.9595,33.7393,"29_1_1"
-93.9697,33.7399,"29_1_1"
-93.9631,33.7361,"29_1_1"
-93.9694,33.7281,"29_1_1"
-93.964,33.713,"29_1_1"
-93.9588,33.714,"29_1_1"
-93.9592,33.7279,"29_1_1"
-93.9537,33.7282,"29_1_1"
-93.9514,33.7213,"29_1_1"
-93.9562,33.7135,"29_1_1"
-93.9517,33.7065,"29_1_1"
-93.9669,33.704,"29_1_1"
-93.9607,33.6935,"29_1_1"
-93.9679,33.6774,"29_1_1"
-93.9659,33.67,"29_1_1"
-93.9466,33.66,"29_1_1"
-93.9405,33.6477,"29_1_1"
-93.9311,33.6541,"29_1_1"
-93.9312,33.6632,"29_1_1"
-93.9137,33.6634,"29_1_1"
-93.9154,33.6586,"29_1_1"
-93.9017,33.6474,"29_1_1"
-93.9117,33.6401,"29_1_1"
-93.9146,33.6284,"29_1_1"
-93.8942,33.6397,"29_1_1"
-93.8842,33.6271,"29_1_1"
-93.8755,33.6343,"29_1_1"
-93.8641,33.6309,"29_1_1"
-93.8611,33.6182,"29_1_1"
-93.8553,33.6142,"29_1_1"
-93.8421,33.6193,"29_1_1"
-93.834,33.6083,"29_1_1"
-93.8184,33.6137,"29_1_1"
-93.8126,33.5973,"29_1_1"
-93.8274,33.5697,"29_1_1"
-93.7963,33.5623,"29_1_1"
-93.7954,33.5551,"29_1_1"
-93.8072,33.5469,"29_1_1"
-93.8053,33.5415,"29_1_1"
-93.7957,33.5436,"29_1_1"
-93.79,33.5553,"29_1_1"
-93.7824,33.5539,"29_1_1"
-93.7836,33.5473,"29_1_1"
-93.7961,33.5376,"29_1_1"
-93.7783,33.5258,"29_1_1"
-93.7727,33.4985,"29_1_1"
-93.7563,33.5019,"29_1_1"
-93.7634,33.5189,"29_1_1"
-93.7458,33.5337,"29_1_1"
-93.7423,33.5268,"29_1_1"
-93.7533,33.5139,"29_1_1"
-93.7366,33.5014,"29_1_1"
-93.7229,33.482,"29_1_1"
-93.4831,33.4762,"29_1_1"
-93.4716,33.8186,"29_1_1"
-93.4712,33.8252,"29_1_1"
-93.4608,33.825,"29_1_1"
-93.4567,33.961,"29_1_1"
-93.4607,33.9634,"29_1_1"
-93.4654,33.9588,"29_1_1"
-93.4673,33.9642,"29_1_1"
-93.4767,33.9622,"29_1_1"
-93.4761,33.952,"29_1_1"
-93.4904,33.9566,"29_1_1"
-93.4979,33.9535,"29_1_1"
-93.4934,33.9484,"29_1_1"
-93.5007,33.949,"29_1_1"
-93.4993,33.9459,"29_1_1"
-93.5279,33.9432,"29_1_1"
-93.5322,33.9548,"29_1_1"
-93.5431,33.9507,"29_1_1"
-93.5687,33.9575,"29_1_1"
-93.5694,33.9612,"29_1_1"
-93.5785,33.9567,"29_1_1"
-93.5903,33.9646,"29_1_1"
-93.6013,33.9651,"29_1_1"
-93.6034,33.9619,"29_1_1"
-93.6049,33.9647,"29_1_1"
-93.6167,33.9595,"29_1_1"
-93.6261,33.9698,"29_1_1"
-93.6302,33.9682,"29_1_1"
-93.6284,33.974,"29_1_1"
-93.6405,33.9743,"29_1_1"
-93.6474,33.9831,"29_1_1"
-93.682,33.9838,"29_1_1"
-93.6994,33.9949,"29_1_1"
-93.7223,33.9969,"29_1_1"
-93.7497,34.0068,"29_1_1"
-92.9135,34.4483,"30_1_1"
-92.9478,34.4491,"30_1_1"
-92.9481,34.3893,"30_1_1"
-93.4071,34.3969,"30_1_1"
-93.4081,34.3395,"30_1_1"
-93.3558,34.3387,"30_1_1"
-93.3569,34.2803,"30_1_1"
-93.1983,34.2773,"30_1_1"
-93.1995,34.2482,"30_1_1"
-93.0901,34.2457,"30_1_1"
-93.0908,34.2375,"30_1_1"
-93.085,34.2356,"30_1_1"
-93.0824,34.24,"30_1_1"
-93.0801,34.235,"30_1_1"
-93.0347,34.2365,"30_1_1"
-93.0393,34.2224,"30_1_1"
-93.0302,34.221,"30_1_1"
-93.0343,34.2164,"30_1_1"
-93.0267,34.2104,"30_1_1"
-93.0257,34.2021,"30_1_1"
-93.0366,34.1949,"30_1_1"
-93.0431,34.1803,"30_1_1"
-93.0381,34.1551,"30_1_1"
-93.0283,34.1617,"30_1_1"
-92.8138,34.1516,"30_1_1"
-92.6784,34.1496,"30_1_1"
-92.6687,34.4142,"30_1_1"
-92.6862,34.4147,"30_1_1"
-92.685,34.4731,"30_1_1"
-92.7389,34.4739,"30_1_1"
-92.7383,34.5033,"30_1_1"
-92.9151,34.5061,"30_1_1"
-92.9135,34.4483,"30_1_1"
-92.9441,34.4489,"30_1_2"
-92.9439,34.4489,"30_1_2"
-92.9441,34.4489,"30_1_2"
-92.9441,34.4489,"30_1_2"
-93.9354,34.3501,"31_1_1"
-94.2547,34.3555,"31_1_1"
-94.2561,34.2693,"31_1_1"
-94.2439,34.2694,"31_1_1"
-94.2437,34.1925,"31_1_1"
-94.1008,34.1914,"31_1_1"
-94.0897,34.1871,"31_1_1"
-94.0909,34.18,"31_1_1"
-94.0975,34.1773,"31_1_1"
-94.0964,34.1631,"31_1_1"
-94.1029,34.1599,"31_1_1"
-94.0803,34.1575,"31_1_1"
-94.0894,34.1559,"31_1_1"
-94.0952,34.1474,"31_1_1"
-94.0924,34.1387,"31_1_1"
-94.0999,34.1398,"31_1_1"
-94.1032,34.1359,"31_1_1"
-94.0804,34.1258,"31_1_1"
-94.0933,34.1124,"31_1_1"
-94.0816,34.1017,"31_1_1"
-94.0898,34.0808,"31_1_1"
-94.0955,34.0784,"31_1_1"
-94.0833,34.0694,"31_1_1"
-94.0765,34.0726,"31_1_1"
-94.0731,34.0683,"31_1_1"
-94.0861,34.0573,"31_1_1"
-94.0821,34.0476,"31_1_1"
-94.0872,34.0338,"31_1_1"
-94.0793,34.0241,"31_1_1"
-94.0835,34.0227,"31_1_1"
-94.0782,34.0141,"31_1_1"
-94.0706,34.0106,"31_1_1"
-94.0756,34.0068,"31_1_1"
-94.0659,33.9991,"31_1_1"
-94.0681,33.9795,"31_1_1"
-94.0575,33.9682,"31_1_1"
-94.0604,33.9609,"31_1_1"
-94.0696,33.956,"31_1_1"
-94.0648,33.9453,"31_1_1"
-94.0702,33.9388,"31_1_1"
-94.0647,33.9332,"31_1_1"
-94.0707,33.9316,"31_1_1"
-94.0704,33.9273,"31_1_1"
-94.0604,33.9079,"31_1_1"
-94.0563,33.9096,"31_1_1"
-94.0534,33.9043,"31_1_1"
-94.053,33.8862,"31_1_1"
-94.0195,33.8725,"31_1_1"
-94.0212,33.8573,"31_1_1"
-94.0156,33.8533,"31_1_1"
-94.0193,33.8504,"31_1_1"
-94.0087,33.8482,"31_1_1"
-94.0013,33.8381,"31_1_1"
-94.0045,33.835,"31_1_1"
-93.9944,33.8308,"31_1_1"
-93.9884,33.8196,"31_1_1"
-93.985,33.8209,"31_1_1"
-93.9794,33.8142,"31_1_1"
-93.9788,33.8171,"31_1_1"
-93.9644,33.796,"31_1_1"
-93.9692,33.7917,"31_1_1"
-93.9604,33.7858,"31_1_1"
-93.963,33.7792,"31_1_1"
-93.9591,33.7773,"31_1_1"
-93.9695,33.7732,"31_1_1"
-93.9672,33.7616,"31_1_1"
-93.9618,33.7581,"31_1_1"
-93.9658,33.7544,"31_1_1"
-93.9594,33.7551,"31_1_1"
-93.9588,33.751,"31_1_1"
-93.8315,33.7477,"31_1_1"
-93.8207,34.1838,"31_1_1"
-93.9258,34.1865,"31_1_1"
-93.9243,34.263,"31_1_1"
-93.937,34.2631,"31_1_1"
-93.9354,34.3501,"31_1_1"
-91.7486,35.943,"32_1_1"
-91.8494,35.8674,"32_1_1"
-91.8503,35.8433,"32_1_1"
-91.871,35.8106,"32_1_1"
-91.8651,35.7708,"32_1_1"
-91.8361,35.7489,"32_1_1"
-91.8372,35.7049,"32_1_1"
-91.807,35.7045,"32_1_1"
-91.7898,35.7117,"32_1_1"
-91.794,35.5341,"32_1_1"
-91.3696,35.5264,"32_1_1"
-91.3688,35.64,"32_1_1"
-91.3592,35.6422,"32_1_1"
-91.3469,35.6363,"32_1_1"
-91.3212,35.6395,"32_1_1"
-91.3228,35.6475,"32_1_1"
-91.34,35.652,"32_1_1"
-91.3379,35.6635,"32_1_1"
-91.347,35.6653,"32_1_1"
-91.3426,35.6722,"32_1_1"
-91.3533,35.6785,"32_1_1"
-91.3474,35.6797,"32_1_1"
-91.3469,35.6871,"32_1_1"
-91.3555,35.6953,"32_1_1"
-91.3537,35.7097,"32_1_1"
-91.3483,35.7121,"32_1_1"
-91.3465,35.721,"32_1_1"
-91.3405,35.7124,"32_1_1"
-91.3322,35.7183,"32_1_1"
-91.3333,35.725,"32_1_1"
-91.3276,35.7304,"32_1_1"
-91.3332,35.7406,"32_1_1"
-91.3181,35.7492,"32_1_1"
-91.3184,35.7564,"32_1_1"
-91.3106,35.7571,"32_1_1"
-91.3116,35.7656,"32_1_1"
-91.291,35.7656,"32_1_1"
-91.2905,35.7732,"32_1_1"
-91.2804,35.7741,"32_1_1"
-91.2885,35.7813,"32_1_1"
-91.2816,35.7851,"32_1_1"
-91.2809,35.7919,"32_1_1"
-91.2717,35.788,"32_1_1"
-91.2476,35.7992,"32_1_1"
-91.2492,35.803,"32_1_1"
-91.2608,35.8036,"32_1_1"
-91.2595,35.8112,"32_1_1"
-91.2552,35.808,"32_1_1"
-91.2305,35.814,"32_1_1"
-91.2389,35.8191,"32_1_1"
-91.2323,35.8247,"32_1_1"
-91.2471,35.8288,"32_1_1"
-91.2483,35.8334,"32_1_1"
-91.2359,35.833,"32_1_1"
-91.2279,35.844,"32_1_1"
-91.2086,35.8493,"32_1_1"
-91.2108,35.8524,"32_1_1"
-91.2214,35.8512,"32_1_1"
-91.2098,35.8637,"32_1_1"
-91.2186,35.8803,"32_1_1"
-91.2131,35.8819,"32_1_1"
-91.2061,35.8722,"32_1_1"
-91.2112,35.8828,"32_1_1"
-91.1978,35.8839,"32_1_1"
-91.203,35.888,"32_1_1"
-91.1986,35.89,"32_1_1"
-91.4647,35.8925,"32_1_1"
-91.4632,35.9368,"32_1_1"
-91.7486,35.943,"32_1_1"
-91.6914,36.2534,"33_1_1"
-92.157,36.2612,"33_1_1"
-92.1599,36.1737,"33_1_1"
-92.214,36.175,"33_1_1"
-92.2152,36.1334,"33_1_1"
-92.1951,36.1325,"33_1_1"
-92.191,36.1075,"33_1_1"
-92.1829,36.1025,"33_1_1"
-92.1754,36.1025,"33_1_1"
-92.1524,36.1161,"33_1_1"
-92.1415,36.1145,"33_1_1"
-92.113,36.0646,"33_1_1"
-92.1011,36.0587,"33_1_1"
-92.0801,36.0568,"33_1_1"
-92.058,36.0363,"33_1_1"
-92.057,36.0301,"33_1_1"
-92.0636,36.0244,"33_1_1"
-92.0877,36.0219,"33_1_1"
-92.0992,36.0123,"33_1_1"
-92.0979,36.0009,"33_1_1"
-92.0829,35.9751,"33_1_1"
-92.0883,35.9628,"33_1_1"
-92.1102,35.9509,"33_1_1"
-92.1134,35.9399,"33_1_1"
-92.1085,35.9312,"33_1_1"
-92.093,35.9261,"33_1_1"
-92.0782,35.9274,"33_1_1"
-92.0379,35.9446,"33_1_1"
-92.0299,35.9392,"33_1_1"
-92.0274,35.9229,"33_1_1"
-92.017,35.9161,"33_1_1"
-92.0001,35.9223,"33_1_1"
-91.9851,35.9382,"33_1_1"
-91.9685,35.9402,"33_1_1"
-91.9534,35.9321,"33_1_1"
-91.9366,35.9123,"33_1_1"
-91.8964,35.8828,"33_1_1"
-91.8608,35.8812,"33_1_1"
-91.8494,35.8674,"33_1_1"
-91.7533,35.9429,"33_1_1"
-91.7106,35.9418,"33_1_1"
-91.7094,36.0009,"33_1_1"
-91.6823,36.0005,"33_1_1"
-91.682,36.0117,"33_1_1"
-91.6912,36.0118,"33_1_1"
-91.6911,36.0191,"33_1_1"
-91.6815,36.0229,"33_1_1"
-91.6799,36.1647,"33_1_1"
-91.6748,36.1648,"33_1_1"
-91.6742,36.2085,"33_1_1"
-91.6922,36.2092,"33_1_1"
-91.6914,36.2534,"33_1_1"
-91.0325,35.8851,"34_1_1"
-91.203,35.888,"34_1_1"
-91.1978,35.8839,"34_1_1"
-91.2112,35.8828,"34_1_1"
-91.2061,35.8722,"34_1_1"
-91.2131,35.8819,"34_1_1"
-91.2186,35.8803,"34_1_1"
-91.2098,35.8637,"34_1_1"
-91.2214,35.8512,"34_1_1"
-91.2108,35.8524,"34_1_1"
-91.2086,35.8493,"34_1_1"
-91.2279,35.844,"34_1_1"
-91.2359,35.833,"34_1_1"
-91.2483,35.8334,"34_1_1"
-91.2471,35.8288,"34_1_1"
-91.2323,35.8247,"34_1_1"
-91.2389,35.8191,"34_1_1"
-91.2305,35.814,"34_1_1"
-91.2552,35.808,"34_1_1"
-91.2595,35.8112,"34_1_1"
-91.2608,35.8036,"34_1_1"
-91.2492,35.803,"34_1_1"
-91.2476,35.7992,"34_1_1"
-91.2717,35.788,"34_1_1"
-91.2809,35.7919,"34_1_1"
-91.2816,35.7851,"34_1_1"
-91.2885,35.7813,"34_1_1"
-91.2804,35.7741,"34_1_1"
-91.2905,35.7732,"34_1_1"
-91.291,35.7656,"34_1_1"
-91.3116,35.7656,"34_1_1"
-91.3106,35.7571,"34_1_1"
-91.3184,35.7564,"34_1_1"
-91.3181,35.7492,"34_1_1"
-91.3332,35.7406,"34_1_1"
-91.3276,35.7304,"34_1_1"
-91.3333,35.725,"34_1_1"
-91.3322,35.7183,"34_1_1"
-91.3405,35.7124,"34_1_1"
-91.3465,35.721,"34_1_1"
-91.3483,35.7121,"34_1_1"
-91.3537,35.7097,"34_1_1"
-91.3555,35.6953,"34_1_1"
-91.3469,35.6871,"34_1_1"
-91.3474,35.6797,"34_1_1"
-91.3533,35.6785,"34_1_1"
-91.3426,35.6722,"34_1_1"
-91.347,35.6653,"34_1_1"
-91.3379,35.6635,"34_1_1"
-91.34,35.652,"34_1_1"
-91.3228,35.6475,"34_1_1"
-91.3212,35.6395,"34_1_1"
-91.3469,35.6363,"34_1_1"
-91.3592,35.6422,"34_1_1"
-91.3688,35.64,"34_1_1"
-91.3696,35.5264,"34_1_1"
-91.5819,35.5304,"34_1_1"
-91.5847,35.4425,"34_1_1"
-91.3473,35.4391,"34_1_1"
-91.35,35.445,"34_1_1"
-91.2529,35.4458,"34_1_1"
-91.2516,35.3576,"34_1_1"
-91.0395,35.3542,"34_1_1"
-91.0325,35.8851,"34_1_1"
-91.7052,34.4827,"35_1_1"
-92.2082,34.4925,"35_1_1"
-92.2133,34.2304,"35_1_1"
-92.2326,34.2309,"35_1_1"
-92.2334,34.0623,"35_1_1"
-91.9538,34.0641,"35_1_1"
-91.9536,34.0934,"35_1_1"
-91.798,34.0947,"35_1_1"
-91.745,34.094,"35_1_1"
-91.7448,34.065,"35_1_1"
-91.7266,34.0651,"35_1_1"
-91.7273,34.1741,"35_1_1"
-91.6954,34.1714,"35_1_1"
-91.6251,34.1291,"35_1_1"
-91.5858,34.1314,"35_1_1"
-91.5823,34.1251,"35_1_1"
-91.6026,34.1179,"35_1_1"
-91.6087,34.1078,"35_1_1"
-91.609,34.0957,"35_1_1"
-91.6012,34.0877,"35_1_1"
-91.5848,34.0884,"35_1_1"
-91.5676,34.1028,"35_1_1"
-91.552,34.106,"35_1_1"
-91.5331,34.0992,"35_1_1"
-91.5032,34.0734,"35_1_1"
-91.4697,34.0847,"35_1_1"
-91.4461,34.0805,"35_1_1"
-91.4318,34.0875,"35_1_1"
-91.4425,34.0878,"35_1_1"
-91.4382,34.0963,"35_1_1"
-91.4484,34.1211,"35_1_1"
-91.4428,34.1256,"35_1_1"
-91.4472,34.13,"35_1_1"
-91.4507,34.1281,"35_1_1"
-91.4525,34.1341,"35_1_1"
-91.4763,34.1354,"35_1_1"
-91.4932,34.1272,"35_1_1"
-91.4969,34.1306,"35_1_1"
-91.4956,34.1495,"35_1_1"
-91.5154,34.143,"35_1_1"
-91.5153,34.1569,"35_1_1"
-91.521,34.1636,"35_1_1"
-91.5148,34.1719,"35_1_1"
-91.5277,34.1832,"35_1_1"
-91.524,34.192,"35_1_1"
-91.5307,34.2024,"35_1_1"
-91.5286,34.2152,"35_1_1"
-91.5367,34.2231,"35_1_1"
-91.5768,34.2234,"35_1_1"
-91.5826,34.2176,"35_1_1"
-91.5798,34.2153,"35_1_1"
-91.5948,34.2122,"35_1_1"
-91.5927,34.2288,"35_1_1"
-91.5991,34.2315,"35_1_1"
-91.7118,34.2339,"35_1_1"
-91.7052,34.4827,"35_1_1"
-93.6961,35.7686,"36_1_1"
-93.7101,35.3752,"36_1_1"
-93.6847,35.381,"36_1_1"
-93.6699,35.4055,"36_1_1"
-93.6606,35.4039,"36_1_1"
-93.6407,35.3862,"36_1_1"
-93.5946,35.3837,"36_1_1"
-93.5715,35.3966,"36_1_1"
-93.544,35.4024,"36_1_1"
-93.5319,35.4093,"36_1_1"
-93.509,35.3977,"36_1_1"
-93.4946,35.397,"36_1_1"
-93.4805,35.4052,"36_1_1"
-93.4651,35.4229,"36_1_1"
-93.4407,35.429,"36_1_1"
-93.4291,35.421,"36_1_1"
-93.4246,35.3892,"36_1_1"
-93.4156,35.3672,"36_1_1"
-93.3955,35.3486,"36_1_1"
-93.4222,35.3374,"36_1_1"
-93.4206,35.3281,"36_1_1"
-93.3636,35.3307,"36_1_1"
-93.3303,35.3417,"36_1_1"
-93.299,35.3274,"36_1_1"
-93.2959,35.4699,"36_1_1"
-93.2236,35.4686,"36_1_1"
-93.2212,35.5989,"36_1_1"
-93.1678,35.5977,"36_1_1"
-93.1645,35.7288,"36_1_1"
-93.5196,35.7344,"36_1_1"
-93.5192,35.7635,"36_1_1"
-93.6961,35.7686,"36_1_1"
-93.8597,33.1004,"37_1_1"
-93.8615,33.093,"37_1_1"
-93.8594,33.0918,"37_1_1"
-93.8576,33.0951,"37_1_1"
-93.8597,33.1004,"37_1_1"
-93.7198,33.4819,"37_2_1"
-93.7243,33.4703,"37_2_1"
-93.7394,33.4584,"37_2_1"
-93.7287,33.4376,"37_2_1"
-93.7425,33.4339,"37_2_1"
-93.7441,33.4293,"37_2_1"
-93.7312,33.4288,"37_2_1"
-93.7168,33.4431,"37_2_1"
-93.7061,33.4404,"37_2_1"
-93.7128,33.4284,"37_2_1"
-93.7321,33.4242,"37_2_1"
-93.73,33.4162,"37_2_1"
-93.7185,33.4087,"37_2_1"
-93.7055,33.3902,"37_2_1"
-93.6788,33.3859,"37_2_1"
